ID	_Class	_Lv	_ADD_MHP	_ADD_MSP	_ADD_ATK	_ADD_DEF	_ADD_ELE	_ADD_LUK	_ADD_ATK_MIN_DAM	_ADD_ATK_MAX_DAM	_ADD_ELE_MIN_DAM	_ADD_ELE_MAX_DAM	_ADD_Speed_X	_ADD_Speed_Y	_ADD_Rope_Speed_X	_ADD_Rope_Speed_Y	_ADD_WATER	_ADD_WIND	_ADD_FIRE	_ADD_EARTH	_ADD_DAMAGE_ABSOLUTE	_ADD_REDUCE_DAMAGE_ABSOLUTE	_ADD_DEF_PENETRATION	_ADD_ELE_PENETRATION	_ADD_JUMP_ATK	_ADD_NORMAL	_ADD_HEAVY	_BASE_CRITICAL_DAMAGE	_BASE_ELE_CRITICAL_DAMAGE	_CLASS_RECV_HP_FACTOR	_CLASS_RECV_SP_FACTOR	_ADD_PHY_HIT_RATE	_ADD_ELE_HIT_RATE	_ADD_PHY_DODGE_RATE	_ADD_ELE_DODGE_RATE	_ADD_BACK_DAM	_ADD_ELE_BACK_DAM	_ADD_ATK_ADD_FACTOR	_ADD_ATK_RATIO_FACTOR	_ADD_ELE_ADD_FACTOR	_ADD_ELE_RATIO_FACTOR	_ADD_AMOR	_ADD_ELE_DAMAGE_ABSOLUTE	_ADD_ELE_REDUCE_DAMAGE_ABSOLUTE	_ADD_WATER_MIN_DAM	_ADD_WATER_MAX_DAM	_ADD_WIND_MIN_DAM	_ADD_WIND_MAX_DAM	_ADD_FIRE_MIN_DAM	_ADD_FIRE_MAX_DAM	_ADD_EARTH_MIN_DAM	_ADD_EARTH_MAX_DAM	_ADD_RES_WATER	_ADD_RES_WIND	_ADD_RES_FIRE	_ADD_RES_EARTH	_RATIO_CRITICAL_DAM	_RATIO_ELE_CRITICAL_DAM
58	1	58	18420	10000	0	0	0	209	150	150	150	150	140	0	0	0	142	142	142	142	1000	0	100	100	142	444	444	95	95	3	2	200	200	5	5	20	20	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	426	426	426	426	70	70
59	1	59	18339	10000	0	0	0	209	150	150	150	150	140	0	0	0	141	141	141	141	1000	0	100	100	141	435	435	95	95	3	2	200	200	5	5	20	20	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	423	423	423	423	70	70
60	1	60	18258	10000	0	0	0	209	150	150	150	150	140	0	0	0	140	140	140	140	1000	0	100	100	140	426	426	91	91	3	2	200	200	2	2	20	20	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	420	420	420	420	70	70
61	1	61	18177	10000	0	0	0	209	150	150	150	150	140	0	0	0	139	139	139	139	1000	0	100	100	139	417	417	91	91	3	2	200	200	2	2	20	20	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	417	417	417	417	70	70
62	1	62	18096	10000	0	0	0	209	150	150	150	150	140	0	0	0	138	138	138	138	1000	0	100	100	138	414	414	91	91	3	2	200	200	2	2	20	20	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	414	414	414	414	70	70
63	1	63	18018	10000	0	0	0	209	150	150	150	150	140	0	0	0	137	137	137	137	1000	0	100	100	137	411	411	91	91	3	2	200	200	2	2	20	20	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	411	411	411	411	70	70
64	1	64	17940	10000	0	0	0	209	150	150	150	150	140	0	0	0	136	136	136	136	1000	0	100	100	136	408	408	91	91	3	2	200	200	2	2	20	20	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	408	408	408	408	70	70
65	1	65	17862	10000	0	0	0	209	150	150	150	150	140	0	0	0	135	135	135	135	1000	0	100	100	135	405	405	91	91	3	2	200	200	2	2	20	20	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	405	405	405	405	70	70
66	1	66	17784	10000	0	0	0	209	150	150	150	150	140	0	0	0	134	134	134	134	1000	0	100	100	134	402	402	91	91	3	2	200	200	2	2	20	20	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	402	402	402	402	70	70
67	1	67	17706	10000	0	0	0	209	150	150	150	150	140	0	0	0	133	133	133	133	1000	0	100	100	133	399	399	91	91	3	2	200	200	2	2	20	20	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	399	399	399	399	70	70
68	1	68	17628	10000	0	0	0	209	150	150	150	150	140	0	0	0	132	132	132	132	1000	0	100	100	132	396	396	91	91	3	2	200	200	2	2	20	20	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	396	396	396	396	70	70
69	1	69	17550	10000	0	0	0	209	150	150	150	150	140	0	0	0	131	131	131	131	1000	0	100	100	131	393	393	91	91	3	2	200	200	2	2	20	20	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	393	393	393	393	70	70
70	1	70	17472	10000	0	0	0	209	150	150	150	150	140	0	0	0	130	130	130	130	1000	0	100	100	130	390	390	87	87	3	2	200	200	2	2	20	20	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	390	390	390	390	70	70
71	1	71	17397	10000	0	0	0	209	150	150	150	150	140	0	0	0	129	129	129	129	1000	0	100	100	129	387	387	87	87	3	2	200	200	2	2	20	20	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	387	387	387	387	70	70
72	1	72	17322	10000	0	0	0	209	150	150	150	150	140	0	0	0	128	128	128	128	1000	0	100	100	128	384	384	87	87	3	2	200	200	2	2	20	20	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	384	384	384	384	70	70
73	1	73	17247	10000	0	0	0	209	150	150	150	150	140	0	0	0	127	127	127	127	1000	0	100	100	127	381	381	87	87	3	2	200	200	2	2	20	20	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	381	381	381	381	70	70
74	1	74	17172	10000	0	0	0	209	150	150	150	150	140	0	0	0	126	126	126	126	1000	0	100	100	126	378	378	87	87	3	2	200	200	2	2	20	20	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	378	378	378	378	70	70
75	1	75	17097	10000	0	0	0	209	150	150	150	150	140	0	0	0	125	125	125	125	1000	0	100	100	125	375	375	87	87	3	2	200	200	2	2	20	20	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	375	375	375	375	70	70
76	1	76	17022	10000	0	0	0	209	150	150	150	150	140	0	0	0	124	124	124	124	1000	0	100	100	124	372	372	87	87	3	2	200	200	2	2	20	20	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	372	372	372	372	70	70
77	1	77	16947	10000	0	0	0	209	150	150	150	150	140	0	0	0	123	123	123	123	1000	0	100	100	123	369	369	87	87	3	2	200	200	2	2	20	20	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	369	369	369	369	70	70
78	1	78	16872	10000	0	0	0	209	150	150	150	150	140	0	0	0	122	122	122	122	1000	0	100	100	122	366	366	87	87	3	2	200	200	2	2	20	20	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	366	366	366	366	70	70
79	1	79	16797	10000	0	0	0	209	150	150	150	150	140	0	0	0	121	121	121	121	1000	0	100	100	121	363	363	87	87	3	2	200	200	2	2	20	20	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	363	363	363	363	70	70
80	1	80	16722	10000	0	0	0	209	150	150	150	150	140	0	0	0	120	120	120	120	1000	0	100	100	120	360	360	83	83	3	2	200	200	0	0	20	20	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	360	360	360	360	70	70
81	1	81	16650	10000	0	0	0	209	150	150	150	150	140	0	0	0	119	119	119	119	1000	0	100	100	119	357	357	83	83	3	2	200	200	0	0	20	20	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	357	357	357	357	70	70
82	1	82	16578	10000	0	0	0	209	150	150	150	150	140	0	0	0	118	118	118	118	1000	0	100	100	118	354	354	83	83	3	2	200	200	0	0	20	20	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	354	354	354	354	70	70
83	1	83	16506	10000	0	0	0	209	150	150	150	150	140	0	0	0	117	117	117	117	1000	0	100	100	117	351	351	83	83	3	2	200	200	0	0	20	20	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	351	351	351	351	70	70
84	1	84	16434	10000	0	0	0	209	150	150	150	150	140	0	0	0	116	116	116	116	1000	0	100	100	116	348	348	83	83	3	2	200	200	0	0	20	20	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	348	348	348	348	70	70
85	1	85	16362	10000	0	0	0	209	150	150	150	150	140	0	0	0	115	115	115	115	1000	0	100	100	115	345	345	83	83	3	2	200	200	0	0	20	20	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	345	345	345	345	70	70
86	1	86	16290	10000	0	0	0	209	150	150	150	150	140	0	0	0	114	114	114	114	1000	0	100	100	114	342	342	83	83	3	2	200	200	0	0	20	20	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	342	342	342	342	70	70
87	1	87	16218	10000	0	0	0	209	150	150	150	150	140	0	0	0	113	113	113	113	1000	0	100	100	113	339	339	83	83	3	2	200	200	0	0	20	20	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	339	339	339	339	70	70
88	1	88	16146	10000	0	0	0	209	150	150	150	150	140	0	0	0	112	112	112	112	1000	0	100	100	112	336	336	83	83	3	2	200	200	0	0	20	20	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	336	336	336	336	70	70
89	1	89	16074	10000	0	0	0	209	150	150	150	150	140	0	0	0	111	111	111	111	1000	0	100	100	111	333	333	83	83	3	2	200	200	0	0	20	20	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	333	333	333	333	70	70
90	1	90	16005	10000	0	0	0	209	150	150	150	150	140	0	0	0	110	110	110	110	1000	0	100	100	110	330	330	79	79	3	2	200	200	0	0	20	20	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	330	330	330	330	70	70
91	1	91	15936	10000	0	0	0	209	150	150	150	150	140	0	0	0	109	109	109	109	1000	0	100	100	109	327	327	79	79	3	2	200	200	0	0	20	20	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	327	327	327	327	70	70
92	1	92	15867	10000	0	0	0	209	150	150	150	150	140	0	0	0	108	108	108	108	1000	0	100	100	108	324	324	79	79	3	2	200	200	0	0	20	20	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	324	324	324	324	70	70
93	1	93	15798	10000	0	0	0	209	150	150	150	150	140	0	0	0	107	107	107	107	1000	0	100	100	107	321	321	79	79	3	2	200	200	0	0	20	20	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	321	321	321	321	70	70
94	1	94	15729	10000	0	0	0	209	150	150	150	150	140	0	0	0	106	106	106	106	1000	0	100	100	106	318	318	79	79	3	2	200	200	0	0	20	20	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	318	318	318	318	70	70
95	1	95	15660	10000	0	0	0	209	150	150	150	150	140	0	0	0	105	105	105	105	1000	0	100	100	105	315	315	79	79	3	2	200	200	0	0	20	20	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	315	315	315	315	70	70
96	1	96	15591	10000	0	0	0	209	150	150	150	150	140	0	0	0	104	104	104	104	1000	0	100	100	104	312	312	79	79	3	2	200	200	0	0	20	20	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	312	312	312	312	70	70
97	1	97	15522	10000	0	0	0	209	150	150	150	150	140	0	0	0	103	103	103	103	1000	0	100	100	103	309	309	79	79	3	2	200	200	0	0	20	20	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	309	309	309	309	70	70
98	1	98	15453	10000	0	0	0	209	150	150	150	150	140	0	0	0	102	102	102	102	1000	0	100	100	102	306	306	79	79	3	2	200	200	0	0	20	20	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	306	306	306	306	70	70
99	1	99	15384	10000	0	0	0	209	150	150	150	150	140	0	0	0	101	101	101	101	1000	0	100	100	101	303	303	79	79	3	2	200	200	0	0	20	20	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	303	303	303	303	70	70
